5810;13071142
5810;13189024
5810;13088434
5810;12181300
5810;12877029
5810;12814335
5810;12814341
5810;12821498
5810;12995359
5810;13301577
5810;165000410
5810;12946694
5810;165000499
5810;165000352
5810;165000514
5810;12964429
5810;165000568
5810;165000399
5810;13335396
5810;13337585
5810;13311130
5810;13311131
5810;165000583
5810;13311132
5810;12803199
5810;165000288
5810;12162512
5810;13225687
5810;13023487
5810;13385467
5810;12074562
5810;12106222
5810;12106220
5810;12789647
5810;13222414
5810;12999223
5810;13260924
5810;13098990
5810;13098989
5810;12953426
5810;13092078
5810;12106223
5810;13213322
5810;12949835
5810;13295423
5810;165000554
5810;13208410
5810;13406245
5810;12891572
5810;165000553
5810;12106221
5810;165000522
5810;13191394
5810;165000521
5810;13191037
5810;12953594
5810;165000353
5810;165000329
5810;12971530
5810;13396874
5810;11850008
5810;12849901
5810;12911307
5810;13370600
5810;12890068
5810;13210804
5810;13211102
5810;12135414
5810;165000549
5810;12102005
5810;12205069
5810;12102011
5810;12232244
5810;12102002
5810;12982199
5810;12126500
5810;12126501
5810;12126502
5810;12126503
5810;12126499
5810;12126498
5810;12126497
5810;12102003
5810;13191138
5810;13191141
5810;13191140
5810;13191139
5810;13191142
5810;12148984
5810;13189727
